Code du département	Libellé du département	Code de la commune	Libellé de la commune	Code B.Vote	Inscrits	Abstentions	% Abs/Ins	Votants	% Vot/Ins	Blancs	% Blancs/Ins	% Blancs/Vot	Nuls	% Nuls/Ins	% Nuls/Vot	Exprimés	% Exp/Ins	% Exp/Vot	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp	N.Pan.	Code Nuance	Sexe	Nom	Prénom	Liste	Voix	% Voix/Ins	% Voix/Exp
ZD	La Réunion	401	Les Avirons	11	545	192	35,23	353	64,77	11	2,02	3,12	4	0,73	1,13	338	62,02	95,75	1	LDVD	M	FORT	Paul	L'ALTERNATIVE	41	7,52	12,13	2	LDVG	M	VENDÔME	Dominique	CITOYENS, C'EST MAINTENANT !	7	1,28	2,07	3	LDVC	F	LUCAS	Roseline	ENSEMBLE CONSTRUISONS L'AVENIR DES AVIRONS	91	16,7	26,92	4	LDVD	M	FERRERE	Eric	Les Avirons avec Eric Ferrere, AVANÇONS !	160	29,36	47,34	5	LDVG	M	FONTAINE	James	POUR UN VRAI RENOUVEAU AUX AVIRONS, VOTONS POUR LE CHANGEMENT	39	7,16	11,54																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
ZD	La Réunion	401	Les Avirons	12	640	192	30	448	70	3	0,47	0,67	14	2,19	3,13	431	67,34	96,21	1	LDVD	M	FORT	Paul	L'ALTERNATIVE	32	5	7,42	2	LDVG	M	VENDÔME	Dominique	CITOYENS, C'EST MAINTENANT !	9	1,41	2,09	3	LDVC	F	LUCAS	Roseline	ENSEMBLE CONSTRUISONS L'AVENIR DES AVIRONS	119	18,59	27,61	4	LDVD	M	FERRERE	Eric	Les Avirons avec Eric Ferrere, AVANÇONS !	218	34,06	50,58	5	LDVG	M	FONTAINE	James	POUR UN VRAI RENOUVEAU AUX AVIRONS, VOTONS POUR LE CHANGEMENT	53	8,28	12,3																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
ZD	La Réunion	401	Les Avirons	13	631	236	37,4	395	62,6	16	2,54	4,05	8	1,27	2,03	371	58,8	93,92	1	LDVD	M	FORT	Paul	L'ALTERNATIVE	26	4,12	7,01	2	LDVG	M	VENDÔME	Dominique	CITOYENS, C'EST MAINTENANT !	9	1,43	2,43	3	LDVC	F	LUCAS	Roseline	ENSEMBLE CONSTRUISONS L'AVENIR DES AVIRONS	107	16,96	28,84	4	LDVD	M	FERRERE	Eric	Les Avirons avec Eric Ferrere, AVANÇONS !	189	29,95	50,94	5	LDVG	M	FONTAINE	James	POUR UN VRAI RENOUVEAU AUX AVIRONS, VOTONS POUR LE CHANGEMENT	40	6,34	10,78																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
ZD	La Réunion	402	Bras-Panon	1	851	332	39,01	519	60,99	7	0,82	1,35	6	0,71	1,16	506	59,46	97,5	1	LDIV	M	BOYER	Jean-Laurent	DEMAIN SE CONSTRUIT AVEC VOUS	2	0,24	0,4	2	LDVC	M	ATCHAPA	Jeannick	BRAS PANON, ENSEMBLE ET POUR TOUS	155	18,21	30,63	3	LRN	M	BOYER	Yanick	UNISSONS NOS IDEES POUR UN NOUVEAU BRAS PANON	7	0,82	1,38	4	LFI	M	RATENON	Jean Hugues	LES PANONNAIS RASSEMBLES	108	12,69	21,34	5	LDVD	M	GONTHIER	Daniel	POUR LA POURSUITE DU DEVELOPPEMENT DE BRAS PANON	191	22,44	37,75	6	LDIV	M	DALLEAU	Serge	LA LISTE CITOYENNE PANONNAISE	19	2,23	3,75	7	LDVD	M	PRIX	Dominique	ALTERNATIVE CITOYENNE	20	2,35	3,95	8	LDIV	M	TAMBON	Yves	ENSEMBLE CONSTRUISONS LE BRAS-PANON DE DEMAIN	4	0,47	0,79																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	402	Bras-Panon	2	783	282	36,02	501	63,98	5	0,64	1	5	0,64	1	491	62,71	98	1	LDIV	M	BOYER	Jean-Laurent	DEMAIN SE CONSTRUIT AVEC VOUS	3	0,38	0,61	2	LDVC	M	ATCHAPA	Jeannick	BRAS PANON, ENSEMBLE ET POUR TOUS	122	15,58	24,85	3	LRN	M	BOYER	Yanick	UNISSONS NOS IDEES POUR UN NOUVEAU BRAS PANON	10	1,28	2,04	4	LFI	M	RATENON	Jean Hugues	LES PANONNAIS RASSEMBLES	163	20,82	33,2	5	LDVD	M	GONTHIER	Daniel	POUR LA POURSUITE DU DEVELOPPEMENT DE BRAS PANON	148	18,9	30,14	6	LDIV	M	DALLEAU	Serge	LA LISTE CITOYENNE PANONNAISE	14	1,79	2,85	7	LDVD	M	PRIX	Dominique	ALTERNATIVE CITOYENNE	24	3,07	4,89	8	LDIV	M	TAMBON	Yves	ENSEMBLE CONSTRUISONS LE BRAS-PANON DE DEMAIN	7	0,89	1,43																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	402	Bras-Panon	3	926	340	36,72	586	63,28	1	0,11	0,17	0	0	0	585	63,17	99,83	1	LDIV	M	BOYER	Jean-Laurent	DEMAIN SE CONSTRUIT AVEC VOUS	11	1,19	1,88	2	LDVC	M	ATCHAPA	Jeannick	BRAS PANON, ENSEMBLE ET POUR TOUS	213	23	36,41	3	LRN	M	BOYER	Yanick	UNISSONS NOS IDEES POUR UN NOUVEAU BRAS PANON	7	0,76	1,2	4	LFI	M	RATENON	Jean Hugues	LES PANONNAIS RASSEMBLES	154	16,63	26,32	5	LDVD	M	GONTHIER	Daniel	POUR LA POURSUITE DU DEVELOPPEMENT DE BRAS PANON	151	16,31	25,81	6	LDIV	M	DALLEAU	Serge	LA LISTE CITOYENNE PANONNAISE	14	1,51	2,39	7	LDVD	M	PRIX	Dominique	ALTERNATIVE CITOYENNE	31	3,35	5,3	8	LDIV	M	TAMBON	Yves	ENSEMBLE CONSTRUISONS LE BRAS-PANON DE DEMAIN	4	0,43	0,68																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	402	Bras-Panon	4	855	357	41,75	498	58,25	2	0,23	0,4	7	0,82	1,41	489	57,19	98,19	1	LDIV	M	BOYER	Jean-Laurent	DEMAIN SE CONSTRUIT AVEC VOUS	3	0,35	0,61	2	LDVC	M	ATCHAPA	Jeannick	BRAS PANON, ENSEMBLE ET POUR TOUS	164	19,18	33,54	3	LRN	M	BOYER	Yanick	UNISSONS NOS IDEES POUR UN NOUVEAU BRAS PANON	2	0,23	0,41	4	LFI	M	RATENON	Jean Hugues	LES PANONNAIS RASSEMBLES	164	19,18	33,54	5	LDVD	M	GONTHIER	Daniel	POUR LA POURSUITE DU DEVELOPPEMENT DE BRAS PANON	115	13,45	23,52	6	LDIV	M	DALLEAU	Serge	LA LISTE CITOYENNE PANONNAISE	14	1,64	2,86	7	LDVD	M	PRIX	Dominique	ALTERNATIVE CITOYENNE	14	1,64	2,86	8	LDIV	M	TAMBON	Yves	ENSEMBLE CONSTRUISONS LE BRAS-PANON DE DEMAIN	13	1,52	2,66																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	402	Bras-Panon	5	452	172	38,05	280	61,95	3	0,66	1,07	3	0,66	1,07	274	60,62	97,86	1	LDIV	M	BOYER	Jean-Laurent	DEMAIN SE CONSTRUIT AVEC VOUS	3	0,66	1,09	2	LDVC	M	ATCHAPA	Jeannick	BRAS PANON, ENSEMBLE ET POUR TOUS	57	12,61	20,8	3	LRN	M	BOYER	Yanick	UNISSONS NOS IDEES POUR UN NOUVEAU BRAS PANON	5	1,11	1,82	4	LFI	M	RATENON	Jean Hugues	LES PANONNAIS RASSEMBLES	74	16,37	27,01	5	LDVD	M	GONTHIER	Daniel	POUR LA POURSUITE DU DEVELOPPEMENT DE BRAS PANON	102	22,57	37,23	6	LDIV	M	DALLEAU	Serge	LA LISTE CITOYENNE PANONNAISE	6	1,33	2,19	7	LDVD	M	PRIX	Dominique	ALTERNATIVE CITOYENNE	16	3,54	5,84	8	LDIV	M	TAMBON	Yves	ENSEMBLE CONSTRUISONS LE BRAS-PANON DE DEMAIN	11	2,43	4,01																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	402	Bras-Panon	6	948	332	35,02	616	64,98	2	0,21	0,32	5	0,53	0,81	609	64,24	98,86	1	LDIV	M	BOYER	Jean-Laurent	DEMAIN SE CONSTRUIT AVEC VOUS	32	3,38	5,25	2	LDVC	M	ATCHAPA	Jeannick	BRAS PANON, ENSEMBLE ET POUR TOUS	186	19,62	30,54	3	LRN	M	BOYER	Yanick	UNISSONS NOS IDEES POUR UN NOUVEAU BRAS PANON	2	0,21	0,33	4	LFI	M	RATENON	Jean Hugues	LES PANONNAIS RASSEMBLES	143	15,08	23,48	5	LDVD	M	GONTHIER	Daniel	POUR LA POURSUITE DU DEVELOPPEMENT DE BRAS PANON	196	20,68	32,18	6	LDIV	M	DALLEAU	Serge	LA LISTE CITOYENNE PANONNAISE	20	2,11	3,28	7	LDVD	M	PRIX	Dominique	ALTERNATIVE CITOYENNE	24	2,53	3,94	8	LDIV	M	TAMBON	Yves	ENSEMBLE CONSTRUISONS LE BRAS-PANON DE DEMAIN	6	0,63	0,99																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	402	Bras-Panon	7	924	388	41,99	536	58,01	8	0,87	1,49	7	0,76	1,31	521	56,39	97,2	1	LDIV	M	BOYER	Jean-Laurent	DEMAIN SE CONSTRUIT AVEC VOUS	8	0,87	1,54	2	LDVC	M	ATCHAPA	Jeannick	BRAS PANON, ENSEMBLE ET POUR TOUS	180	19,48	34,55	3	LRN	M	BOYER	Yanick	UNISSONS NOS IDEES POUR UN NOUVEAU BRAS PANON	2	0,22	0,38	4	LFI	M	RATENON	Jean Hugues	LES PANONNAIS RASSEMBLES	131	14,18	25,14	5	LDVD	M	GONTHIER	Daniel	POUR LA POURSUITE DU DEVELOPPEMENT DE BRAS PANON	174	18,83	33,4	6	LDIV	M	DALLEAU	Serge	LA LISTE CITOYENNE PANONNAISE	6	0,65	1,15	7	LDVD	M	PRIX	Dominique	ALTERNATIVE CITOYENNE	20	2,16	3,84	8	LDIV	M	TAMBON	Yves	ENSEMBLE CONSTRUISONS LE BRAS-PANON DE DEMAIN	0	0	0																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	402	Bras-Panon	8	846	308	36,41	538	63,59	4	0,47	0,74	4	0,47	0,74	530	62,65	98,51	1	LDIV	M	BOYER	Jean-Laurent	DEMAIN SE CONSTRUIT AVEC VOUS	7	0,83	1,32	2	LDVC	M	ATCHAPA	Jeannick	BRAS PANON, ENSEMBLE ET POUR TOUS	171	20,21	32,26	3	LRN	M	BOYER	Yanick	UNISSONS NOS IDEES POUR UN NOUVEAU BRAS PANON	3	0,35	0,57	4	LFI	M	RATENON	Jean Hugues	LES PANONNAIS RASSEMBLES	118	13,95	22,26	5	LDVD	M	GONTHIER	Daniel	POUR LA POURSUITE DU DEVELOPPEMENT DE BRAS PANON	176	20,8	33,21	6	LDIV	M	DALLEAU	Serge	LA LISTE CITOYENNE PANONNAISE	11	1,3	2,08	7	LDVD	M	PRIX	Dominique	ALTERNATIVE CITOYENNE	34	4,02	6,42	8	LDIV	M	TAMBON	Yves	ENSEMBLE CONSTRUISONS LE BRAS-PANON DE DEMAIN	10	1,18	1,89																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	402	Bras-Panon	9	650	267	41,08	383	58,92	3	0,46	0,78	6	0,92	1,57	374	57,54	97,65	1	LDIV	M	BOYER	Jean-Laurent	DEMAIN SE CONSTRUIT AVEC VOUS	7	1,08	1,87	2	LDVC	M	ATCHAPA	Jeannick	BRAS PANON, ENSEMBLE ET POUR TOUS	116	17,85	31,02	3	LRN	M	BOYER	Yanick	UNISSONS NOS IDEES POUR UN NOUVEAU BRAS PANON	3	0,46	0,8	4	LFI	M	RATENON	Jean Hugues	LES PANONNAIS RASSEMBLES	92	14,15	24,6	5	LDVD	M	GONTHIER	Daniel	POUR LA POURSUITE DU DEVELOPPEMENT DE BRAS PANON	117	18	31,28	6	LDIV	M	DALLEAU	Serge	LA LISTE CITOYENNE PANONNAISE	10	1,54	2,67	7	LDVD	M	PRIX	Dominique	ALTERNATIVE CITOYENNE	23	3,54	6,15	8	LDIV	M	TAMBON	Yves	ENSEMBLE CONSTRUISONS LE BRAS-PANON DE DEMAIN	6	0,92	1,6																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	402	Bras-Panon	10	629	262	41,65	367	58,35	1	0,16	0,27	7	1,11	1,91	359	57,07	97,82	1	LDIV	M	BOYER	Jean-Laurent	DEMAIN SE CONSTRUIT AVEC VOUS	10	1,59	2,79	2	LDVC	M	ATCHAPA	Jeannick	BRAS PANON, ENSEMBLE ET POUR TOUS	106	16,85	29,53	3	LRN	M	BOYER	Yanick	UNISSONS NOS IDEES POUR UN NOUVEAU BRAS PANON	1	0,16	0,28	4	LFI	M	RATENON	Jean Hugues	LES PANONNAIS RASSEMBLES	96	15,26	26,74	5	LDVD	M	GONTHIER	Daniel	POUR LA POURSUITE DU DEVELOPPEMENT DE BRAS PANON	111	17,65	30,92	6	LDIV	M	DALLEAU	Serge	LA LISTE CITOYENNE PANONNAISE	15	2,38	4,18	7	LDVD	M	PRIX	Dominique	ALTERNATIVE CITOYENNE	17	2,7	4,74	8	LDIV	M	TAMBON	Yves	ENSEMBLE CONSTRUISONS LE BRAS-PANON DE DEMAIN	3	0,48	0,84																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	402	Bras-Panon	11	746	340	45,58	406	54,42	3	0,4	0,74	7	0,94	1,72	396	53,08	97,54	1	LDIV	M	BOYER	Jean-Laurent	DEMAIN SE CONSTRUIT AVEC VOUS	6	0,8	1,52	2	LDVC	M	ATCHAPA	Jeannick	BRAS PANON, ENSEMBLE ET POUR TOUS	108	14,48	27,27	3	LRN	M	BOYER	Yanick	UNISSONS NOS IDEES POUR UN NOUVEAU BRAS PANON	3	0,4	0,76	4	LFI	M	RATENON	Jean Hugues	LES PANONNAIS RASSEMBLES	145	19,44	36,62	5	LDVD	M	GONTHIER	Daniel	POUR LA POURSUITE DU DEVELOPPEMENT DE BRAS PANON	103	13,81	26,01	6	LDIV	M	DALLEAU	Serge	LA LISTE CITOYENNE PANONNAISE	5	0,67	1,26	7	LDVD	M	PRIX	Dominique	ALTERNATIVE CITOYENNE	16	2,14	4,04	8	LDIV	M	TAMBON	Yves	ENSEMBLE CONSTRUISONS LE BRAS-PANON DE DEMAIN	10	1,34	2,53																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	402	Bras-Panon	12	673	329	48,89	344	51,11	5	0,74	1,45	5	0,74	1,45	334	49,63	97,09	1	LDIV	M	BOYER	Jean-Laurent	DEMAIN SE CONSTRUIT AVEC VOUS	1	0,15	0,3	2	LDVC	M	ATCHAPA	Jeannick	BRAS PANON, ENSEMBLE ET POUR TOUS	70	10,4	20,96	3	LRN	M	BOYER	Yanick	UNISSONS NOS IDEES POUR UN NOUVEAU BRAS PANON	8	1,19	2,4	4	LFI	M	RATENON	Jean Hugues	LES PANONNAIS RASSEMBLES	114	16,94	34,13	5	LDVD	M	GONTHIER	Daniel	POUR LA POURSUITE DU DEVELOPPEMENT DE BRAS PANON	110	16,34	32,93	6	LDIV	M	DALLEAU	Serge	LA LISTE CITOYENNE PANONNAISE	3	0,45	0,9	7	LDVD	M	PRIX	Dominique	ALTERNATIVE CITOYENNE	18	2,67	5,39	8	LDIV	M	TAMBON	Yves	ENSEMBLE CONSTRUISONS LE BRAS-PANON DE DEMAIN	10	1,49	2,99																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	402	Bras-Panon	13	633	257	40,6	376	59,4	3	0,47	0,8	3	0,47	0,8	370	58,45	98,4	1	LDIV	M	BOYER	Jean-Laurent	DEMAIN SE CONSTRUIT AVEC VOUS	0	0	0	2	LDVC	M	ATCHAPA	Jeannick	BRAS PANON, ENSEMBLE ET POUR TOUS	102	16,11	27,57	3	LRN	M	BOYER	Yanick	UNISSONS NOS IDEES POUR UN NOUVEAU BRAS PANON	6	0,95	1,62	4	LFI	M	RATENON	Jean Hugues	LES PANONNAIS RASSEMBLES	101	15,96	27,3	5	LDVD	M	GONTHIER	Daniel	POUR LA POURSUITE DU DEVELOPPEMENT DE BRAS PANON	135	21,33	36,49	6	LDIV	M	DALLEAU	Serge	LA LISTE CITOYENNE PANONNAISE	9	1,42	2,43	7	LDVD	M	PRIX	Dominique	ALTERNATIVE CITOYENNE	14	2,21	3,78	8	LDIV	M	TAMBON	Yves	ENSEMBLE CONSTRUISONS LE BRAS-PANON DE DEMAIN	3	0,47	0,81																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
ZD	La Réunion	403	Entre-Deux	1	1001	350	34,97	651	65,03	17	1,7	2,61	14	1,4	2,15	620	61,94	95,24	1	LDIV	M	PAYET	Gilles	ENSEMBLE POUR VOUS ET AVEC VOUS	195	19,48	31,45	2	LDVD	M	VALY	Bachil	ENTRE-DEUX HORIZON 2026	357	35,66	57,58	3	LDVG	M	CLAIN	Gérard	DEUX BRAS, UN COEUR, EN ACTION !	68	6,79	10,97																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ZD	La Réunion	403	Entre-Deux	2	915	299	32,68	616	67,32	11	1,2	1,79	18	1,97	2,92	587	64,15	95,29	1	LDIV	M	PAYET	Gilles	ENSEMBLE POUR VOUS ET AVEC VOUS	179	19,56	30,49	2	LDVD	M	VALY	Bachil	ENTRE-DEUX HORIZON 2026	336	36,72	57,24	3	LDVG	M	CLAIN	Gérard	DEUX BRAS, UN COEUR, EN ACTION !	72	7,87	12,27																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ZD	La Réunion	403	Entre-Deux	3	881	295	33,48	586	66,52	12	1,36	2,05	13	1,48	2,22	561	63,68	95,73	1	LDIV	M	PAYET	Gilles	ENSEMBLE POUR VOUS ET AVEC VOUS	132	14,98	23,53	2	LDVD	M	VALY	Bachil	ENTRE-DEUX HORIZON 2026	359	40,75	63,99	3	LDVG	M	CLAIN	Gérard	DEUX BRAS, UN COEUR, EN ACTION !	70	7,95	12,48																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ZD	La Réunion	403	Entre-Deux	4	719	299	41,59	420	58,41	12	1,67	2,86	12	1,67	2,86	396	55,08	94,29	1	LDIV	M	PAYET	Gilles	ENSEMBLE POUR VOUS ET AVEC VOUS	103	14,33	26,01	2	LDVD	M	VALY	Bachil	ENTRE-DEUX HORIZON 2026	236	32,82	59,6	3	LDVG	M	CLAIN	Gérard	DEUX BRAS, UN COEUR, EN ACTION !	57	7,93	14,39																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ZD	La Réunion	403	Entre-Deux	5	819	265	32,36	554	67,64	13	1,59	2,35	16	1,95	2,89	525	64,1	94,77	1	LDIV	M	PAYET	Gilles	ENSEMBLE POUR VOUS ET AVEC VOUS	183	22,34	34,86	2	LDVD	M	VALY	Bachil	ENTRE-DEUX HORIZON 2026	282	34,43	53,71	3	LDVG	M	CLAIN	Gérard	DEUX BRAS, UN COEUR, EN ACTION !	60	7,33	11,43																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ZD	La Réunion	403	Entre-Deux	6	593	222	37,44	371	62,56	6	1,01	1,62	6	1,01	1,62	359	60,54	96,77	1	LDIV	M	PAYET	Gilles	ENSEMBLE POUR VOUS ET AVEC VOUS	101	17,03	28,13	2	LDVD	M	VALY	Bachil	ENTRE-DEUX HORIZON 2026	215	36,26	59,89	3	LDVG	M	CLAIN	Gérard	DEUX BRAS, UN COEUR, EN ACTION !	43	7,25	11,98																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ZD	La Réunion	403	Entre-Deux	7	825	300	36,36	525	63,64	16	1,94	3,05	11	1,33	2,1	498	60,36	94,86	1	LDIV	M	PAYET	Gilles	ENSEMBLE POUR VOUS ET AVEC VOUS	166	20,12	33,33	2	LDVD	M	VALY	Bachil	ENTRE-DEUX HORIZON 2026	234	28,36	46,99	3	LDVG	M	CLAIN	Gérard	DEUX BRAS, UN COEUR, EN ACTION !	98	11,88	19,68																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
ZD	La Réunion	404	L'Etang-Salé	1	752	289	38,43	463	61,57	6	0,8	1,3	10	1,33	2,16	447	59,44	96,54	1	LDVC	M	HOARAU	Mathieu	LA VOIX DU CITOYEN	171	22,74	38,26	2	LDVC	M	AGATHE	Frédéric Jean	AGISSONS ENSEMBLE POUR L'ÉTANG-SALÉ	12	1,6	2,68	3	LECO	M	PAYET	Joseph Alain	UNION CITOYENNE DURABLE (UCD)	20	2,66	4,47	4	LDIV	M	CLAIN	Gilles	GILLES CLAIN	23	3,06	5,15	5	LDVD	M	LACOUTURE	Jean-Claude	LISTE D'ACTION MUNICIPALE POUR L'ETANG-SALE	221	29,39	49,44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
